name,address,city,state,zip,inspection_score
intercontinental san francisco 3rd fl. banquet kitchen,888 howard st 3rd floor,San Francisco,CA,94103,93.0
flour & water,2401 harrison st,San Francisco,CA,94110,86.0
sidewalk juice,3287 21st st,San Francisco,CA,94110,90.0
luce restaurant &  bar,888 howard st 1st floor,San Francisco,CA,94103,96.0
boudin bakery,pier 39  front,San Francisco,CA,94133,96.0
b on the go llc,2794 california st,San Francisco,CA,94115,94.0
intercontinental san francisco 4th fl. kitchen,888 howard st 4th floor,San Francisco,CA,94013,100.0
tasty pot,815 clement st,San Francisco,CA,94118,85.0
new jumbo seafood restaurant,1532 noriega st,San Francisco,CA,94122,57.0
b & b cafe,1634 irving st,San Francisco,CA,94122,69.0
jewish community center of san francisco,3200 california,San Francisco,CA,94118,96.0
mission beach cafe,198 guerrero st,San Francisco,CA,94103,65.0
noodleme,333 market st,San Francisco,CA,94105,72.0
gus's community market,2111 harrison st,San Francisco,CA,94110,78.0
good luck dim sum,736 clement st,San Francisco,CA,94118,75.0
sarku japan,865 market st space#c08,San Francisco,CA,94103,86.0
los reyes,2101 geneva ave,San Francisco,CA,94134,83.0
doppio zero,395 hayes st,San Francisco,CA,94102,86.0
peaches patties,2948 folsom st,San Francisco,CA,94110,100.0
blowfish sushi,2170 bryant st,San Francisco,CA,94110,80.0
"eclectic cookery, inc.",1040 revere ave #2,San Francisco,CA,94124,92.0
sunflower potrero hill,288 connecticut st,San Francisco,CA,94107,71.0
mochica,1469 18th st,San Francisco,CA,94107,76.0
rincon market,98 howard st,San Francisco,CA,94105,90.0
farmhouse kitchen thai cuisine,710 florida st,San Francisco,CA,94110,85.0
smile house cafe,1030 taraval st,San Francisco,CA,94116,77.0
mangiare,301 a executive park blvd,San Francisco,CA,94134,87.0
hook a cook,pier 39  building b  space 1-3,San Francisco,CA,94133,85.0
pera,1457 18th st,San Francisco,CA,94107,85.0
executive cafe,150 executive park blvd 2000,San Francisco,CA,94134,87.0
happy moose juice,1040 revere ave,San Francisco,CA,94124,96.0
chowders,pier 39  space a3,San Francisco,CA,94133,98.0
specialty's cafe & bakery,150 spear st,San Francisco,CA,94105,90.0
azalina's kitchen,1324 fitzgerald ave,San Francisco,CA,94124,92.0
moshi moshi,2092 03rd st,San Francisco,CA,94107,92.0
benu,22 hawthorne st,San Francisco,CA,94105,98.0
potrero hill neighborhood house,953 de haro st,San Francisco,CA,94107,96.0
third rail,628 20th st,San Francisco,CA,94107,96.0
marina super,2323 chestnut st,San Francisco,CA,94123,84.0
el metate con sabor amexico,2406 bryant st,San Francisco,CA,94110,90.0
limon peruvian rotisserie,1001 south van ness ave,San Francisco,CA,94110,93.0
san jalisco,901 south van ness ave,San Francisco,CA,94110,90.0
henry's hunan north restaurant,1398 grant ave,San Francisco,CA,94133,80.0
golden gate indian cuisine & pizza,1388 c 46th ave,San Francisco,CA,94122,96.0
one market restaurant,1 market st,San Francisco,CA,94105,90.0
pizza zone and grill,4404 03rd st,San Francisco,CA,94124,90.0
mama's market,3500 22nd st,San Francisco,CA,94114,98.0
north beach pizza,1462 grant ave,San Francisco,CA,94133,88.0
the little chihuahua mexican,4123 24th st,San Francisco,CA,94114,96.0
illy caffe sf_ 90 n montgomery,90 new montgomery st.,San Francisco,CA,94105,96.0
working girls' cafe #4,122 new montgomery street,San Francisco,CA,94105,90.0
starbucks coffee #9211,1 market st,San Francisco,CA,94105,100.0
tilak indian cuisine,3501 mission st.,San Francisco,CA,94110,92.0
heyday,180 spear st,San Francisco,CA,94105,100.0
wine & wall,30 steuart st,San Francisco,CA,94105,100.0
wing hing restaurant,2550 san bruno ave,San Francisco,CA,94134,64.0
the station,596 pacific ave,San Francisco,CA,94133,77.0
tenderloin market & deli,200 leavenworth,San Francisco,CA,94102,60.0
woori food market,1528 fillmore st,San Francisco,CA,94115,72.0
cafe la taza,470 post st,San Francisco,CA,94102,70.0
jitlada thai cuisine,1826 b buchanan st,San Francisco,CA,94115,84.0
breakfast little,3224 22nd st.,San Francisco,CA,94110,98.0
indian paradox,258 divisadero st,San Francisco,CA,94117,91.0
d'maize cafe,11 phelan ave  room 198,San Francisco,CA,94112,92.0
49 square catering,1760 cesar chavez st m,San Francisco,CA,94124,96.0
"bi-rite catering, llc",1970 innes ave,San Francisco,CA,94124,94.0
organic chef catering,1760 cesar chavez st f,San Francisco,CA,94124,96.0
sightglass coffee,151 03rd st,San Francisco,CA,94103,98.0
in situ,151 3rd st,San Francisco,CA,94103,88.0
naan n curry inc,737 03rd st,San Francisco,CA,94107,100.0
fang's,660 howard st,San Francisco,CA,94105,92.0
goat hill pizza,300 connecticut st,San Francisco,CA,94107,96.0
foods co. #351,345 williams ave,San Francisco,CA,94124,90.0
el rincon yucateco,491 o'farrell st,San Francisco,CA,94102,84.0
haight street happy donuts,1794 haight st,San Francisco,CA,94117,96.0
joliba cafe,601 south van ness ave,San Francisco,CA,94110,86.0
contraband,260 5th st.,San Francisco,CA,94107,96.0
the citrus club,1790 haight st,San Francisco,CA,94117,84.0
surfside liquors,950 innes ave,San Francisco,CA,94124,92.0
afc sushi at walgreens #890,135 powell st,San Francisco,CA,94102,98.0
xpress market,498 o'farrell st,San Francisco,CA,94102,84.0
theodore roosevelt middle school,460 arguello blvd,San Francisco,CA,94118,100.0
walgreens #00890,135 powell st,San Francisco,CA,94102,94.0
the storehouse,451 galvez ave,San Francisco,CA,94124,96.0
harvey's place,330 05th st,San Francisco,CA,94107,94.0
mcauley adolescent special education,2200 hayes st,San Francisco,CA,94117,98.0
aliment,790 bush st,San Francisco,CA,94108,96.0
verdi club,2424a mariposa st,San Francisco,CA,94110,98.0
ananda fuara,1298 market st,San Francisco,CA,94102,94.0
brothers pizza,3627 taraval st,San Francisco,CA,94116,96.0
kingza,1009 guerrero st,San Francisco,CA,94110,90.0
hook fish company,4542 irving st,San Francisco,CA,94122,94.0
mandalay restaurant,4348 california street,San Francisco,CA,94118,89.0
cumaica coffee co. #1,2800 california st #102,San Francisco,CA,94115,90.0
little swan bakery,1249 stockton st,San Francisco,CA,94133,90.0
j & e restaurant,2537 24th st.,San Francisco,CA,94110,74.0
park central hotel sf-employee cafeteria,50 03rd st,San Francisco,CA,94103,92.0
deli 23,2449 23rd st,San Francisco,CA,94110,88.0
"sushi in, llc",2280 chestnut st,San Francisco,CA,94123,92.0
park central hotel sf-3rd floor pantry,50 03rd st,San Francisco,CA,94103,92.0
the grove-hayes,301 hayes st,San Francisco,CA,94102,98.0
golden gate university bookstore,536 mission st,San Francisco,CA,94105,92.0
freshroll,157 04th st,San Francisco,CA,94103,86.0
taqueria el farolito no. 2,4817 mission st,San Francisco,CA,94112,85.0
park central hotel sf-maso,50 03rd st,San Francisco,CA,94103,89.0
project open hand,730 polk st,San Francisco,CA,94109,100.0
park central hotel sf-banquet & catering,50 03rd st,San Francisco,CA,94103,98.0
park central hotel sf-garde manger,50 03rd st,San Francisco,CA,94103,96.0
split bread,560 mission st ste.#150,San Francisco,CA,94105,89.0
luna's coffee house,1101 potrero ave,San Francisco,CA,94110,96.0
craftsman and wolves,746 valencia st,San Francisco,CA,94110,96.0
aroma tea shop,302 06th ave,San Francisco,CA,94118,100.0
garibaldis on presidio,347 presidio ave,San Francisco,CA,94115,83.0
gourmet dim sum & cafe,651 clement st,San Francisco,CA,94118,76.0
breakfast at the camper,250 beach st,San Francisco,CA,94105,86.0
sakesan,626 clement st,San Francisco,CA,94118,85.0
mainland market,5601 geary blvd,San Francisco,CA,94121,84.0
ocean ale house,1314 ocean ave,San Francisco,CA,94112,96.0
subway sandwich,5 embarcadero center,San Francisco,CA,94111,89.0
pizza squared,885 brannan st #b3,San Francisco,CA,94103,86.0
jin pot,5158 geary blvd,San Francisco,CA,94118,90.0
onigilly llc,4 embarcadero center,San Francisco,CA,94111,100.0
big city montessori school,240 industrial st,San Francisco,CA,94124,98.0
lowell high school,1101 eucalyptus dr,San Francisco,CA,94132,100.0
project juice,364 hayes st,San Francisco,CA,94102,85.0
las palmeras,2721 mission st,San Francisco,CA,94110,72.0
chiotras grocery,858 rhode island st,San Francisco,CA,94107,98.0
soo fong restaurant,3801 03rd st 370,San Francisco,CA,94124,80.0
old skool cafe,1429 mendell st,San Francisco,CA,94124,90.0
all states best foods,1607 20th st,San Francisco,CA,94107,96.0
garden house cafe,3117 clement st,San Francisco,CA,94121,86.0
111 minna gallery,111 minna st,San Francisco,CA,94105,92.0
l'ardoise,151 noe st,San Francisco,CA,94103,90.0
"queen's louisiana po-boy cafe, llc",3030 san bruno ave,San Francisco,CA,94134,94.0
new eritrea restaurant,907 irving st,San Francisco,CA,94122,91.0
holy ghost service center,3230 san bruno ave,San Francisco,CA,94134,94.0
sugarcane sf,6903 geary blvd,San Francisco,CA,94121,92.0
hk tea & noodle,6909 geary blvd,San Francisco,CA,94121,100.0
the good life grocery,1524 20th st,San Francisco,CA,94107,91.0
donairo's pizza,6905 geary blvd,San Francisco,CA,94121,100.0
the view cafe,3333 california st 232,San Francisco,CA,94118,87.0
dolce amore,1477 van ness ave,San Francisco,CA,94109,98.0
curry senior center,315 turk st,San Francisco,CA,94102,96.0
capt. eddie rickenbacker's,133 02nd st,San Francisco,CA,94105,90.0
muracci's japanese restaurant,307 kearny st,San Francisco,CA,94108,75.0
sweetgreen soma,171 2nd st,San Francisco,CA,94105,88.0
aina,900 22nd st,San Francisco,CA,94107,88.0
diana market #2,282 09th st,San Francisco,CA,94103,100.0
the little chihuahua mexican restaurant,581 valencia st,San Francisco,CA,94110,94.0
caffe sport,574 green st,San Francisco,CA,94133,89.0
anchor & hope,83 minna st,San Francisco,CA,94105,92.0
tl tobacco & market,301 turk st,San Francisco,CA,94102,90.0
golden bear market,1401 06th ave,San Francisco,CA,94122,100.0
tacorea,809 bush st,San Francisco,CA,94108,100.0
cafe luna,3313 sacramento st,San Francisco,CA,94118,94.0
chico's pizza,468 ellis st,San Francisco,CA,94109,92.0
the family,545 powell st,San Francisco,CA,94108,87.0
mehfil indian restaurant,28 02nd st,San Francisco,CA,94105,53.0
urban remedy,1 ferry building,San Francisco,CA,94111,96.0
sno-crave tea house,1181 ocean ave,San Francisco,CA,94112,92.0
i tea s.f,2150 irving st,San Francisco,CA,94122,90.0
"premier catering & events, inc.",1255 22nd st,San Francisco,CA,94107,82.0
cafe phoenix,1234 indiana st,San Francisco,CA,94107,96.0
cabin,1750 polk st,San Francisco,CA,94109,100.0
chomp station,428 11th st,San Francisco,CA,94103,92.0
frozen kuhsterd,428 11th st,San Francisco,CA,94103,96.0
rill's chimney cake,approved private locations,San Francisco,CA,94114,89.0
d'maize,approved private locations & special events,San Francisco,CA,94110,96.0
universal bakery inc.,3458 mission st,San Francisco,CA,94110,83.0
ozumo,161 steuart st,San Francisco,CA,94105,77.0
boos voni,5170 mission st,San Francisco,CA,94112,88.0
gai,3463 16th st,San Francisco,CA,94114,86.0
hing wah feng,4401 balboa st,San Francisco,CA,94121,72.0
wing lee bakery,503 clement st,San Francisco,CA,94118,86.0
noe valley bakery,28 west portal ave,San Francisco,CA,94127,89.0
san raku restaurant,704 sutter st,San Francisco,CA,94109,72.0
mozzarella di bufala pizzeria ii,069 west portal ave,San Francisco,CA,94127,87.0
st. thomas the apostle,3801 balboa st,San Francisco,CA,94121,89.0
mcgarden bakery,5131 mission st,San Francisco,CA,94112,80.0
cypress grill,99 harding park rd,San Francisco,CA,94132,90.0
tj cafe,724 la playa st,San Francisco,CA,94121,96.0
leftys ballpark buffet,145 jefferson st 400,San Francisco,CA,94133,88.0
raintree cafe,118 west portal ave,San Francisco,CA,94127,96.0
pizzetta 211,211 23rd ave,San Francisco,CA,94121,82.0
midway grill (snack shop),99 harding park road,San Francisco,CA,94103,100.0
cable car corner,1099 powell st,San Francisco,CA,94108,92.0
pompei's grotto,340 jefferson st,San Francisco,CA,94133,90.0
harry's bar,2020 fillmore st,San Francisco,CA,94115,82.0
laureate,488 presidio ave,San Francisco,CA,94115,96.0
cafe francisco,2161 powell st,San Francisco,CA,94133,94.0
chipotle mexican grill #2828,"400 howard st, suite 110",San Francisco,CA,94105,84.0
gordo taqueria #2,1239 09th ave,San Francisco,CA,94122,90.0
chico's grill,3771 mission st,San Francisco,CA,94110,70.0
usagi,402 balboa st,San Francisco,CA,94118,96.0
wing lee bbq restaurant,501 clement st.,San Francisco,CA,94118,90.0
crossroad pizzeria,1596 market st,San Francisco,CA,94102,92.0
"pho tan hoa, inc",431 jones st,San Francisco,CA,94102,82.0
yum yum hunan,1828 divisadero st,San Francisco,CA,94115,77.0
gene's liquor,2201 taraval st,San Francisco,CA,94116,94.0
pho #1,2571 san bruno ave,San Francisco,CA,94134,79.0
bun mee,650 market st,San Francisco,CA,94104,83.0
eden cafe,47 franklin st,San Francisco,CA,94102,84.0
enjoy vegetarian restaurant #2,839 kearny st,San Francisco,CA,94108,96.0
san bruno supermarket,2480 san bruno ave,San Francisco,CA,94134,74.0
joe's ice cream,5420 geary blvd,San Francisco,CA,94121,96.0
burrito express,1601 taraval st,San Francisco,CA,94116,91.0
new luen sing fish market,1207 stockton st,San Francisco,CA,94133,83.0
victoria pastry co.,700 filbert st,San Francisco,CA,94133,96.0
casa mexicana,180 church,San Francisco,CA,94114,88.0
sweet mart,727 washington st,San Francisco,CA,94108,100.0
serve well market inc,595 ellis st,San Francisco,CA,94109,79.0
"california pizza kitchen, inc.",53 03rd st,San Francisco,CA,94103,94.0
pabu,101 california st,San Francisco,CA,94111,79.0
restaurante montecristo,3723 mission st,San Francisco,CA,94110,88.0
lelenita's cakes,3743 mission st,San Francisco,CA,94110,90.0
jayhoon fedaiy,1035 geary blvd,San Francisco,CA,94109,79.0
tacko shop,3115 fillmore st,San Francisco,CA,94123,92.0
hi tops,2247 market st,San Francisco,CA,94114,90.0
fox market,570 larkin st,San Francisco,CA,94102,96.0
kaisen don,1939 ocean ave,San Francisco,CA,94127,94.0
super duper burgers,2201 chestnut st,San Francisco,CA,94123,84.0
victor's pizza,1411 polk st,San Francisco,CA,94109,92.0
the blue light,1979 union st,San Francisco,CA,94123,78.0
lemongrass thai cuisine,2348 polk st,San Francisco,CA,94109,92.0
h&w market,801 hayes st,San Francisco,CA,94117,94.0
balompie cafe no. 3 inc.,3801 mission st,San Francisco,CA,94110,76.0
rinconsito salvadoreno,3829 mission st,San Francisco,CA,94110,96.0
souvla,517 hayes st,San Francisco,CA,94102,96.0
enough tea & coffee,49 kearny st,San Francisco,CA,94108,94.0
jack in the box #545,400 geary st,San Francisco,CA,94102,96.0
manila oriental market,4175 mission st,San Francisco,CA,94112,77.0
new emmy's restaurant,1923 ocean ave,San Francisco,CA,94127,74.0
sunny country foods,1101 stanyan st,San Francisco,CA,94117,100.0
costco wholesale,450 10th st,San Francisco,CA,94107,92.0
two jacks seafood #2,984 gilman ave,San Francisco,CA,94124,90.0
el faro,82 01st st,San Francisco,CA,94105,66.0
subway #68745,170 o'farrell st #428,San Francisco,CA,94102,88.0
dagwood & scoops,2736 24 st,San Francisco,CA,94110,86.0
starbucks coffee #9215,350 parnassus ave,San Francisco,CA,94117,100.0
dynamo,2760 24th st,San Francisco,CA,94110,96.0
little sushi bar,200 23rd ave,San Francisco,CA,94121,91.0
gateway croissants,390 golden gate ave,San Francisco,CA,94102,80.0
jack's market,471 03rd st,San Francisco,CA,94107,98.0
so,1010 bryant st,San Francisco,CA,94103,60.0
java trading co,100 5th st,San Francisco,CA,94103,92.0
the grand nightclub,520 4th st,San Francisco,CA,94107,90.0
t & l food market,405 eddy st,San Francisco,CA,94109,70.0
noah's new york bagels #2105,1521 sloat blvd,San Francisco,CA,94132,90.0
jin mi bbq & tofu,366 golden gate ave,San Francisco,CA,94102,90.0
chipotle mexican grill,1523 sloat blvd,San Francisco,CA,94132,98.0
black cat,400 eddy st,San Francisco,CA,94109,88.0
quickly,2116 irving st,San Francisco,CA,94122,94.0
crossroads cafe,699 delancey st,San Francisco,CA,94107,96.0
hinata sushi,810 van ness ave,San Francisco,CA,94109,92.0
joanie's diner inc.,1329 columbus ave,San Francisco,CA,94133,98.0
subway,3801 03rd st 310,San Francisco,CA,94124,94.0
chez maman,1401 18th st,San Francisco,CA,94107,91.0
rooh,333 brannan st.,San Francisco,CA,94107,100.0
mad dog in the fog,530 haight st,San Francisco,CA,94117,90.0
"thumbtack, inc","1355 market st., #575-60",San Francisco,CA,94103,100.0
house of thai 2,494 haight st,San Francisco,CA,94117,84.0
marina pizza & pasta,2139 lombard st,San Francisco,CA,94123,92.0
sushi raw #4,901 taraval,San Francisco,CA,94116,92.0
parkside tavern,1940 taraval st,San Francisco,CA,94116,86.0
gamine,2223 union st,San Francisco,CA,94123,81.0
buckhorn grill,845 market st fe-5,San Francisco,CA,94103,92.0
ebisu restaurant,1283 09th ave,San Francisco,CA,94122,87.0
marnee thai restaurant,1243 09th ave,San Francisco,CA,94122,80.0
wago sushi,2365 chestnut st,San Francisco,CA,94123,88.0
san francisco hometown creamery,1290 9th ave,San Francisco,CA,94122,94.0
moulin rouge,887 geary st,San Francisco,CA,94109,96.0
miss saigon llc,100 06th st,San Francisco,CA,94103,81.0
wooden spoon,2172 market st,San Francisco,CA,94110,96.0
taqueria la iguana azul,928 geneva ave,San Francisco,CA,94112,81.0
the organic coup,224 kearny st,San Francisco,CA,94108,100.0
guardino's souvenir & gift shop,2801 taylor st,San Francisco,CA,94133,96.0
earthbar,2055 union st,San Francisco,CA,94123,92.0
allegro romano,1701 jones st,San Francisco,CA,94109,92.0
spruce,3640 sacramento st,San Francisco,CA,94118,85.0
our poke place,3515 20th st,San Francisco,CA,94110,94.0
peet's coffee and tea inc,855 brannan st,San Francisco,CA,94103,96.0
old siam thai restaurant,201 ellis st,San Francisco,CA,94102,79.0
cafe mars,798 brannan st,San Francisco,CA,94103,90.0
poke bar,1355 market st,San Francisco,CA,94103,79.0
poke origin,716 irving st,San Francisco,CA,94122,79.0
el pipila,879 brannan st,San Francisco,CA,94103,94.0
martita restaurant,5276 mission st,San Francisco,CA,94112,81.0
magic flute restaurant,3673 sacramento st,San Francisco,CA,94118,83.0
volcano kitchen,5454 geary blvd,San Francisco,CA,94121,90.0
tenmatsu grab and go,336 kearny st,San Francisco,CA,94108,77.0
